Calle,0
AUTOVIA A-2,14.351851851851851
AUTOVIA A-42,11.805555555555555
AUTOVIA A-5,8.333333333333334
CALLE DEL ABEJARUCO,5.555555555555555
CALLE DE ABIZANDA,8.333333333333334
AVENIDA DE ABRANTES,5.864197530864197
CALLE DE ABRIL,5.555555555555555
PASEO DE LAS ACACIAS,11.11111111111111
CALLE DE ACAMAR,13.88888888888889
CALLE DEL ACANTO,13.88888888888889
CA ACCESO A LA ESTACION DE AUTOBUSES DE LA E.M.T.,8.333333333333334
CARRETERA DE ACCESO A LA ESTACION DE O'DONNELL,5.555555555555555
CALLE DE ACEBEDO,8.333333333333334
CALLE DEL ACEBUCHE,11.11111111111111
CALLE DE ACEREIRO,5.555555555555555
CALLE DE ACONCAGUA,12.962962962962962
CALLE DE ADANERO,11.11111111111111
CALLE DE ADOLFO MARSILLACH,8.333333333333334
CALLE DE ADONIS,5.555555555555555
CALLE DE LA AERONAVE,5.555555555555555
CALLE DE AFUERAS A VALVERDE,13.015873015873014
CALLE DE AGASTIA,11.11111111111111
CALLE DE AGATHA CHRISTIE,8.885209713024281
CALLE DE LA AGUJA,5.555555555555555
CALLE DE AGUSTIN DE FOXA,11.11111111111111
CALLE DE LOS AHUMAOS,11.11111111111111
PASEO DE LOS ALABARDEROS,7.407407407407407
PASEO DE LA ALAMEDA DE OSUNA,6.481481481481481
CALLE DE ALBAIDA,7.407407407407407
CALLE DEL ALBARDIN,8.333333333333334
CARRETERA DEL ALBERGUE JUVENIL,6.349206349206349
CALLE DE ALBERTO AGUILERA,8.333333333333334
CALLE DE ALBERTO LEON PERALTA,5.555555555555555
CALLE DE ALBOX,13.88888888888889
AVENIDA DE LA ALBUFERA,11.11111111111111
CALLE DE ALCALA,12.82311111111111
CALLE DEL ALCALDE GARRIDO JUARISTI,5.555555555555555
CALLE DEL ALCALDE MARTIN DE ALZAGA,5.555555555555555
CALLE DEL ALCALDE SAINZ DE BARANDA,9.5679012345679
CALLE DE ALCOCER,10.875
CALLE DE ALCORISA,8.333333333333334
CALLE DE ALDEANUEVA DE LA VERA,8.333333333333334
CALLE DE ALEGRIA DE ORIA,5.555555555555556
AVENIDA DE ALEJANDRO DE LA SOTA,9.074074074074073
CALLE DE ALEJANDRO RODRIGUEZ,6.944444444444445
CALLE DE ALEJANDRO SANCHEZ,8.333333333333334
CALLE DEL ALERCE,7.718710089399744
CALLE DE ALFACAR,5.555555555555555
CALLE DE ALFONSO RODRIGUEZ CASTELAO,5.555555555555555
AVENIDA DE ALFONSO XIII,9.722222222222221
CALLE DE ALFREDO MARQUERIE,8.333333333333334
GLORIETA DE ALHABIA,5.555555555555555
CALLE DE LA ALHAMBRA,8.333333333333334
AVENIDA DE LOS ALHELIES,8.333333333333334
CALLE DE ALLARIZ,8.333333333333334
CALLE DE ALMANSA,8.333333333333334
CALLE DEL ALMANZORA,8.433433433433434
CALLE DE LAS ALMENAS,11.11111111111111
CALLE DE ALMOGIA,8.333333333333334
CALLE DE ALONSO QUIJANO,5.555555555555555
CALLE DE ALSASUA,13.88888888888889
CALLE DEL ALTO DEL ESPARRAGAL,11.11111111111111
CALLE DEL ALTO DEL RETIRO,10.555555555555555
CALLE DE ALZOLA,8.333333333333334
CALLE DE AMADEO GOMEZ,5.555555555555555
PLAZA DEL AMANECER EN MENDEZ ALVARO,5.555555555555555
CALLE DEL AMBAR,9.722222222222221
AVENIDA DE AMERICA,11.47342995169082
CALLE DE AMOREBIETA,5.555555555555555
CALLE DE AMPOSTA,5.555555555555555
CALLE DE AMURRIO,11.11111111111111
CALLE DE ANA DE AUSTRIA,6.944444444444445
CALLE DE ANA TERESA,5.555555555555555
CALLE DE LOS ANDALUCES,11.11111111111111
AVENIDA DE ANDALUCIA,12.626262626262626
CALLE DE ANGEL DE DIEGO ROLDAN,5.555555555555555
CALLE DE ANGEL LUIS DE LA HERRAN,5.555555555555555
CALLE DE ANGEL MUGICA,5.555555555555555
CALLE DE ANGEL RIPOLL,5.555555555555555
CALLE DE ANICETO MARINAS,6.944444444444445
CALLE DEL ANIS,5.555555555555555
CALLE DE ANOETA,8.333333333333334
CALLE DE ANTEQUERA,11.11111111111111
CALLE DE ANTONIO CAVERO,5.555555555555555
CALLE DE ANTONIO CUMELLA,5.555555555555555
CALLE DE ANTONIO DE CABEZON,7.242063492063491
CALLE DE ANTONIO DE LEYVA,8.853046594982079
CALLE DE ANTONIO GADES,7.87037037037037
CALLE DE ANTONIO GONZALEZ ECHARTE,8.333333333333334
CALLE DE ANTONIO LOPEZ AGUADO,5.555555555555555
CALLE DE ANTONIO LOPEZ,10.94476130122518
CALLE DE ANTONIO MACHADO,9.722222222222221
CALLE DE ANTONIO SANFIZ,8.333333333333334
CALLE DE LOS APAREJADORES,5.555555555555555
CALLE DE ARA,11.11111111111111
AVENIDA DE ARAGON,13.88888888888889
CALLE DE LOS ARAGONESES,11.11111111111111
CALLE DE ARAMA,11.11111111111111
CALLE DE ARANZUEQUE,5.555555555555555
