id_via,nombre_via,id_via_cruzada,nombre_via_cruzada,tipo_via,x,y
127,CALLE DE ISABEL COLBRAND,2792,CALLE DE CASTIELLO DE JACA,CALLE                   ,44260746,448479753
127,CALLE DE ISABEL COLBRAND,1837,CALLE DE FEDERICO MOMPOU,CALLE                   ,44260732,448479748
127,CALLE DE ISABEL COLBRAND,87100,CALLE DE MARÍA TUBAU,CALLE                   ,44290433,448494484
127,CALLE DE ISABEL COLBRAND,2793,PASEO DE TIERRA DE MELIDE,CALLE                   ,44320997,448510385
127,CALLE DE ISABEL COLBRAND,2794,CALLE DE PORTOMARÍN,CALLE                   ,44322285,448530840
127,CALLE DE ISABEL COLBRAND,313425,CARRETERA DE FUENCARRAL A ALCOBENDAS,CALLE                   ,44322976,448542753
150,CALLE DE GONZÁLEZ DÁVILA,789500,CARRETERA DE VILLAVERDE A VALLECAS,CALLE                   ,44597548,446958660
150,CALLE DE GONZÁLEZ DÁVILA,2275,CALLE DEL GAMONAL,CALLE                   ,44592921,446971597
150,CALLE DE GONZÁLEZ DÁVILA,364900,CAMINO DE LAS HORMIGUERAS,CALLE                   ,44588510,446986420
150,CALLE DE GONZÁLEZ DÁVILA,319000,CALLE DE LUIS I,CALLE                   ,44584029,447000847
200,CALLE DE LA ABADA,656500,CALLE DE LA SALUD,CALLE                   ,44040735,447469007
200,CALLE DE LA ABADA,505100,CALLE DE MESONERO ROMANOS,CALLE                   ,44035124,447475670
200,CALLE DE LA ABADA,202800,CALLE DE CONCEPCIÓN ARENAL,CALLE                   ,44031419,447484720
200,CALLE DE LA ABADA,342950,CALLE GRAN VÍA,CALLE                   ,44031419,447484720
300,CALLE DE LOS ABADES,789100,CALLE DE EDUARDO BARREIROS,CALLE                   ,44074694,446861668
300,CALLE DE LOS ABADES,262000,CALLE DE EMBAJADORES,CALLE                   ,44019818,447368114
300,CALLE DE LOS ABADES,505000,CALLE DEL MESÓN DE PAREDES,CALLE                   ,44034139,447374737
400,CALLE DE LA ABADESA,643000,CALLE DE ROBLEDO,CALLE                   ,44040052,447975862
400,CALLE DE LA ABADESA,86600,CALLE DE LAS AZUCENAS,CALLE                   ,44040272,447979914
400,CALLE DE LA ABADESA,538100,CALLE DE NUESTRA SEÑORA DE LOS DOLORES,CALLE                   ,44040272,447979914
600,CALLE DE ÁBALOS,153000,PLAZA DE CASTAÑARES,CALLE                   ,44438467,447822146
600,CALLE DE ÁBALOS,169200,CALLE DE CIDAMÓN,CALLE                   ,44438467,447822146
600,CALLE DE ÁBALOS,552400,PLAZA DE ORTIGOSA,CALLE                   ,44440705,447823828
600,CALLE DE ÁBALOS,7000,CALLE DE AGASTIA,CALLE                   ,44456934,447816573
700,CALLE DEL ABANICO,562200,CALLE DE LA PAÑERÍA,CALLE                   ,44740307,447555986
700,CALLE DEL ABANICO,737900,CALLE DE LOS TEJEDORES,CALLE                   ,44736416,447563177
702,AVENIDA DE LA FUENTE DE LA MORA,315900,CAMINO DE LA FUENTE DE LA MORA,AVENIDA                 ,44392332,448209204
702,AVENIDA DE LA FUENTE DE LA MORA,459550,AVENIDA DE MANOTERAS,AVENIDA                 ,44396054,448229194
703,CALLE DE FEDERICO MORENO TORROBA,293600,CALLE DE CARLOS Y GUILLERMO FERNÁNDEZ SHAW,CALLE                   ,44340333,447305766
703,CALLE DE FEDERICO MORENO TORROBA,499700,AVENIDA DEL MEDITERRÁNEO,CALLE                   ,44341682,447330128
705,CALLE DEL CONCEJAL BENITO MARTÍN LOZANO,547300,PASEO DE LOS OLMOS,CALLE                   ,43976931,447323236
705,CALLE DEL CONCEJAL BENITO MARTÍN LOZANO,2590,CALLE DE LAS CIGARRERAS,CALLE                   ,43999995,447315333
709,CALLE DEL ANÍS,93301,CALLE DEL BARDEGUERAL,CALLE                   ,43466054,447829940
709,CALLE DEL ANÍS,710,CALLE DEL ÉBANO,CALLE                   ,43466054,447829940
709,CALLE DEL ANÍS,775601,CALLE DEL AJENJO,CALLE                   ,43462768,447830626
709,CALLE DEL ANÍS,76201,CALLE DEL ARROYO DE POZUELO,CALLE                   ,43461302,447835615
710,CALLE DEL ÉBANO,709,CALLE DEL ANÍS,CALLE                   ,43466054,447829940
710,CALLE DEL ÉBANO,93301,CALLE DEL BARDEGUERAL,CALLE                   ,43466054,447829940
710,CALLE DEL ÉBANO,547201,CALLE DEL SERBAL,CALLE                   ,43470545,447830807
710,CALLE DEL ÉBANO,76201,CALLE DEL ARROYO DE POZUELO,CALLE                   ,43470443,447835672
711,CALLE DEL ALCORNOQUE,230626,CALLE DEL CHOPO,CALLE                   ,43494290,447830807
711,CALLE DEL ALCORNOQUE,66551,CALLE DE LOS ÁRBOLES,CALLE                   ,43492919,447831818
711,CALLE DEL ALCORNOQUE,76201,CALLE DEL ARROYO DE POZUELO,CALLE                   ,43492336,447836039
716,CALLE DE FRANCISCO GIRALTE,133300,CALLE DE CANILLAS,CALLE                   ,44261996,447704898
716,CALLE DE FRANCISCO GIRALTE,445000,CALLE DE LUIS CABRERA,CALLE                   ,44258956,447709937
718,CALLE DE JOSEP PLA,441300,CALLE DE LÓPEZ DE HOYOS,CALLE                   ,44263020,447721976
718,CALLE DE JOSEP PLA,149800,CALLE DE CARTAGENA,CALLE                   ,44265328,447747211
720,CALLE DE FOBOS,241950,AVENIDA DEL DOCTOR GARCÍA TAPIA,CALLE                   ,44622608,447345999
720,CALLE DE FOBOS,721,CALLE DE OBERÓN,CALLE                   ,44622608,447345999
720,CALLE DE FOBOS,399201,CALLE DE JOSÉ BERGAMÍN,CALLE                   ,44634922,447381333
721,CALLE DE OBERÓN,512750,CALLE DE MOLINA DE SEGURA,CALLE                   ,44620495,447305537
721,CALLE DE OBERÓN,504225,CALLE DE MÉRIDA,CALLE                   ,44621221,447314792
721,CALLE DE OBERÓN,958,CALLE DE MARIO CABRE,CALLE                   ,44622210,447331692
721,CALLE DE OBERÓN,241950,AVENIDA DEL DOCTOR GARCÍA TAPIA,CALLE                   ,44622608,447345999
721,CALLE DE OBERÓN,720,CALLE DE FOBOS,CALLE                   ,44622608,447345999
722,CALLE DE NICOLÁS MARÍA URGOITI,115000,CALLE DE BRETÓN DE LOS HERREROS,CALLE                   ,43788527,448131541
722,CALLE DE NICOLÁS MARÍA URGOITI,313200,CAMINO DE FUENCARRAL,CALLE                   ,43788126,448118605
722,CALLE DE NICOLÁS MARÍA URGOITI,384900,CALLE DE LAS ISLAS DE CABO VERDE,CALLE                   ,43788527,448131541
725,PASEO DEL ZURRÓN,19600,CALLE DE ALCAÑIZ,PASEO                   ,45020075,448024957
725,PASEO DEL ZURRÓN,12500,CALLE DE ALAGÓN,PASEO                   ,45026652,448024967
725,PASEO DEL ZURRÓN,6300,CALLE DE LA AERONAVE,PASEO                   ,45039745,448024999
725,PASEO DEL ZURRÓN,726,CALLE DEL MURO,PASEO                   ,45053758,448024920
725,PASEO DEL ZURRÓN,14000,CALLE DE ALAR DEL REY,PASEO                   ,45067003,448024999
726,CALLE DEL MURO,725,PASEO DEL ZURRÓN,CALLE                   ,45053758,448024920
726,CALLE DEL MURO,342900,CALLE DEL GRAN PODER,CALLE                   ,45054387,448025667
726,CALLE DEL MURO,838,CALLE DE AGUETOL,CALLE                   ,45057954,448032336
726,CALLE DEL MURO,727,CALLE DE CALDERÓN,CALLE                   ,45056205,448038304
726,CALLE DEL MURO,82700,CALLE DEL AUTOGIRO,CALLE                   ,45054451,448043617
726,CALLE DEL MURO,82800,TRAVESÍA DEL AUTOGIRO,CALLE                   ,45054451,448043617
727,CALLE DE CALDERÓN,726,CALLE DEL MURO,CALLE                   ,45056205,448038304
727,CALLE DE CALDERÓN,14000,CALLE DE ALAR DEL REY,CALLE                   ,45067593,448038134
728,AVENIDA DE LA GRAN VÍA DE HORTALEZA,254600,CALLE DE LA DUQUESA DE CASTREJÓN,AVENIDA                 ,44421413,447958190
728,AVENIDA DE LA GRAN VÍA DE HORTALEZA,262500,CALLE DE EMETERIO CASTAÑOS,AVENIDA                 ,44421727,447957898
728,AVENIDA DE LA GRAN VÍA DE HORTALEZA,518400,CALLE DE MONTEARAGÓN,AVENIDA                 ,44421727,447957898
728,AVENIDA DE LA GRAN VÍA DE HORTALEZA,441300,CALLE DE LÓPEZ DE HOYOS,AVENIDA                 ,44466032,448000393
728,AVENIDA DE LA GRAN VÍA DE HORTALEZA,280100,CALLE DE ESTÍBALIZ,AVENIDA                 ,44478376,448002281
728,AVENIDA DE LA GRAN VÍA DE HORTALEZA,288400,CALLE DE FEDERICO NÚÑEZ,AVENIDA                 ,44486095,448003461
728,AVENIDA DE LA GRAN VÍA DE HORTALEZA,76400,CALLE DEL ARROYO DEL QUINTO,AVENIDA                 ,44491109,448002213
728,AVENIDA DE LA GRAN VÍA DE HORTALEZA,298500,CALLE DE FLORENTINO GASCÓN,AVENIDA                 ,44499996,448006498
728,AVENIDA DE LA GRAN VÍA DE HORTALEZA,336300,CALLE DE GETINO,AVENIDA                 ,44511680,448010505
728,AVENIDA DE LA GRAN VÍA DE HORTALEZA,47800,CALLE DE ANDRÉS OBISPO,AVENIDA                 ,44511970,448007094
728,AVENIDA DE LA GRAN VÍA DE HORTALEZA,2269,CALLE DE PUERTO PRÍNCIPE,AVENIDA                 ,44544596,448021794
728,AVENIDA DE LA GRAN VÍA DE HORTALEZA,899,CALLE DE AREQUIPA,AVENIDA                 ,44561621,448024093
728,AVENIDA DE LA GRAN VÍA DE HORTALEZA,898,CALLE DE AYACUCHO,AVENIDA                 ,44565728,448031845
728,AVENIDA DE LA GRAN VÍA DE HORTALEZA,764725,CALLE DE VALDETORRES DE JARAMA,AVENIDA                 ,44565728,448031845
733,CALLE DE LUIS CERNUDA,168350,CALLE DE CÉSAR GONZÁLEZ RUANO,CALLE                   ,44468006,447695846
733,CALLE DE LUIS CERNUDA,775800,CALLE DE VERDAGUER Y GARCÍA,CALLE                   ,44461699,447706520
734,CALLE DE FERNANDO PESSOA,491850,CALLE DE MARTÍNEZ VILLERGAS,CALLE                   ,44472707,447705730
736,CALLE DEL PADRE COLOMA,775800,CALLE DE VERDAGUER Y GARCÍA,CALLE                   ,44472520,447713287
738,CALLE DE MARÍA ZAMBRANO,330300,CALLE DE CARLOTA O'NEILL,CALLE                   ,44487983,447726995
738,CALLE DE MARÍA ZAMBRANO,417600,CALLE DE JUAN PÉREZ ZÚÑIGA,CALLE                   ,44503171,447716240
739,CALLE DE LA VIRGEN DEL ESPINO,791300,CALLE DE LA VIRGEN DE ÁFRICA,CALLE                   ,44453910,447709076
739,CALLE DE LA VIRGEN DEL ESPINO,491850,CALLE DE MARTÍNEZ VILLERGAS,CALLE                   ,44462544,447713185
742,TRAVESÍA DEL CONDADO DE TREVIÑO,78700,CALLE DE ARTURO SORIA,TRAVESIA                ,44337932,448146381
742,TRAVESÍA DEL CONDADO DE TREVIÑO,204150,CALLE DEL CONDADO DE TREVIÑO,TRAVESIA                ,44337932,448146381
745,CALLE DEL ARTE,125450,CALLE DE CALERUEGA,CALLE                   ,44318953,448165222
745,CALLE DEL ARTE,752,PASAJE DE CALERUEGA,CALLE                   ,44318953,448165222
746,CALLE DE LA CULTURA,78700,CALLE DE ARTURO SORIA,CALLE                   ,44350846,448132863
747,CALLE DEL VIOLÍN,391100,CALLE DEL JAZMÍN,CALLE                   ,44377671,448154355
750,CALLE DEL QUEROL,391100,CALLE DEL JAZMÍN,CALLE                   ,44373205,448149030
750,CALLE DEL QUEROL,338800,CALLE DEL GOLFO DE SALÓNICA,CALLE                   ,44388129,448143677
751,CALLE DE LA DULZAINA,391100,CALLE DEL JAZMÍN,CALLE                   ,44381727,448159335
751,CALLE DE LA DULZAINA,338800,CALLE DEL GOLFO DE SALÓNICA,CALLE                   ,44396303,448154212
752,PASAJE DE CALERUEGA,745,CALLE DEL ARTE,PASAJE                  ,44321029,448168191
752,PASAJE DE CALERUEGA,125450,CALLE DE CALERUEGA,PASAJE                  ,44318953,448165222
758,CALLE DE LA DALIA,78700,CALLE DE ARTURO SORIA,CALLE                   ,44341975,448114618
758,CALLE DE LA DALIA,125450,CALLE DE CALERUEGA,CALLE                   ,44341975,448114618
758,CALLE DE LA DALIA,338800,CALLE DEL GOLFO DE SALÓNICA,CALLE                   ,44375339,448127045
760,CALLE DE BRIVIESCA,125450,CALLE DE CALERUEGA,CALLE                   ,44366487,448160791
761,CALLE DE JOSÉ BASTOS,610500,CALLE DEL PRÍNCIPE DE VIANA,CALLE                   ,43285597,448048359
761,CALLE DE JOSÉ BASTOS,804700,CAMINO DE LA ZARZUELA,CALLE                   ,43285597,448048359
762,CALLE DE LA LAGUNA DE LOS PÁJAROS,431475,CALLE DE LA SALLE,CALLE                   ,43326635,448049462
765,CALLE DEL PUERTO DE FUENFRÍA,120475,CALLE DE LA CABELLERA DE BERENICE,CALLE                   ,43391625,448057522
767,CALLE DEL MONTÓN DE TRIGO,763525,AVENIDA DE VALDEMARÍN,CALLE                   ,43441289,448047480
768,CALLE DE CABEZA LÍJAR,849,TRAVESÍA DE GANÍMEDES,CALLE                   ,43399721,448038301
768,CALLE DE CABEZA LÍJAR,171750,CALLE DEL CISNE,CALLE                   ,43415102,448030810
769,CALLE DEL CERRO SAN PEDRO,531050,CALLE DE NAVAS DE ORO,CALLE                   ,43435191,448069979
772,CALLE DE LA PEÑA DEL YELMO,763525,AVENIDA DE VALDEMARÍN,CALLE                   ,43365938,448037951
772,CALLE DE LA PEÑA DEL YELMO,120475,CALLE DE LA CABELLERA DE BERENICE,CALLE                   ,43357762,448060119
774,CALLE DEL CALENDARIO,31500,CALLE DEL ALMANAQUE,CALLE                   ,45236313,447761008
774,CALLE DEL CALENDARIO,493000,CALLE DE MARZO,CALLE                   ,45236284,447761009
774,CALLE DEL CALENDARIO,287600,CALLE DE FEBRERO,CALLE                   ,45235846,447770019
774,CALLE DEL CALENDARIO,266500,CALLE DE ENERO,CALLE                   ,45233520,447780691
776,AVENIDA FIN DE SEMANA,287600,CALLE DE FEBRERO,AVENIDA                 ,45227606,447770256
776,AVENIDA FIN DE SEMANA,292100,AVENIDA DE FERMINA SEVILLANO,AVENIDA                 ,45218714,447779454
776,AVENIDA FIN DE SEMANA,351600,AVENIDA DE GUMERSINDO LLORENTE,AVENIDA                 ,45218714,447779454
777,AVENIDA DEL INVIERNO,66650,CALLE DE ARCAUTE,AVENIDA                 ,45129031,447706212
777,AVENIDA DEL INVIERNO,800825,CALLE DE YÉCORA,AVENIDA                 ,45128909,447706118
777,AVENIDA DEL INVIERNO,31500,CALLE DEL ALMANAQUE,AVENIDA                 ,45162611,447712666
777,AVENIDA DEL INVIERNO,783800,CALLE DEL VIENTO,AVENIDA                 ,45162522,447712725
785,CALLE DE LAS CINCO LAGUNAS,31700,CALLE DEL ALMANZORA,CALLE                   ,43303124,447937597
785,CALLE DE LAS CINCO LAGUNAS,66050,CALLE DE ARASCUÉS,CALLE                   ,43317660,447926074
786,CALLE DEL PICO DE LA MIEL,712000,CALLE DEL SEXTANTE,CALLE                   ,43332021,447884901
786,CALLE DEL PICO DE LA MIEL,552800,AVENIDA DE LA OSA MAYOR,CALLE                   ,43327321,447918599
788,CALLE DE CALELLA,145051,CALLE DE CARLOS SOLÉ,CALLE                   ,44485745,447193056
788,CALLE DE CALELLA,743201,CALLE DE JOSÉ GARCÍA GRANDA,CALLE                   ,44493331,447188808
790,CALLE DE MALGRAT DE MAR,1195,CALLE DE BENJAMÍN PALENCIA,CALLE                   ,44540783,447194143
790,CALLE DE MALGRAT DE MAR,602200,CALLE DE PONT DE MOLINS,CALLE                   ,44553115,447186648
790,CALLE DE MALGRAT DE MAR,554750,AVENIDA DE PABLO NERUDA,CALLE                   ,44570199,447176470
791,TRAVESÍA DE HUMANES,369200,CALLE DE HUMANES,TRAVESIA                ,44527113,447204304
791,TRAVESÍA DE HUMANES,178301,CALLE DE EL BOSCO,TRAVESIA                ,44534660,447214603
792,CALLE DE TORREPEROGIL,159700,CALLE DE CAZORLA,CALLE                   ,44353912,447000343
793,CALLE DE HUESA,515300,CALLE DE MONTÁNCHEZ,CALLE                   ,44339730,446985154
793,CALLE DE HUESA,801800,CALLE DE YUSTE,CALLE                   ,44339730,446985154
794,CALLE DE CAMPILLO DE ARENAS,789900,CALLE DE VILLUERCAS,CALLE                   ,44356394,446980160
794,CALLE DE CAMPILLO DE ARENAS,795,CALLE DE IBROS,CALLE                   ,44355067,446985830
794,CALLE DE CAMPILLO DE ARENAS,21200,CALLE DE ALCORES,CALLE                   ,44350138,446991933
795,CALLE DE IBROS,794,CALLE DE CAMPILLO DE ARENAS,CALLE                   ,44355067,446985830
795,CALLE DE IBROS,159700,CALLE DE CAZORLA,CALLE                   ,44361514,446991116
796,CALLE DE GUARROMÁN,95100,CALLE DE LOS BARROS,CALLE                   ,44360639,446971943
796,CALLE DE GUARROMÁN,797,CALLE DE SABIOTE,CALLE                   ,44365598,446976012
796,CALLE DE GUARROMÁN,159700,CALLE DE CAZORLA,CALLE                   ,44370481,446980019
797,CALLE DE SABIOTE,796,CALLE DE GUARROMÁN,CALLE                   ,44365598,446976012
798,CALLE DEL RÍO SAN LORENZO,560000,AVENIDA DE LAS PALOMERAS,CALLE                   ,44473808,447109681
798,CALLE DEL RÍO SAN LORENZO,799,CALLE DEL RÍO BRAVO,CALLE                   ,44474553,447122095
798,CALLE DEL RÍO SAN LORENZO,801,CALLE DEL RÍO DE LA PLATA,CALLE                   ,44478613,447123170
798,CALLE DEL RÍO SAN LORENZO,806,CALLE DEL RÍO GRANDE,CALLE                   ,44480210,447123527
798,CALLE DEL RÍO SAN LORENZO,802,CALLE DEL RÍO SAN PEDRO,CALLE                   ,44482755,447123609
798,CALLE DEL RÍO SAN LORENZO,803,CALLE DEL RÍO ARAUCA,CALLE                   ,44486676,447123713
798,CALLE DEL RÍO SAN LORENZO,804,CALLE DEL RÍO NEGRO,CALLE                   ,44489350,447123498
798,CALLE DEL RÍO SAN LORENZO,346600,CALLE DEL GUADAIRA,CALLE                   ,44498476,447120406
799,CALLE DEL RÍO BRAVO,560000,AVENIDA DE LAS PALOMERAS,CALLE                   ,44477590,447108659
799,CALLE DEL RÍO BRAVO,798,CALLE DEL RÍO SAN LORENZO,CALLE                   ,44474553,447122095
800,CALLE DE ABANTOS,144700,CALLE DE CARLOS PEREYRA,CALLE                   ,44361040,447826938
800,CALLE DE ABANTOS,582200,CALLE DE LA PEÑOTA,CALLE                   ,44362156,447835997
801,CALLE DEL RÍO DE LA PLATA,560000,AVENIDA DE LAS PALOMERAS,CALLE                   ,44482170,447107421
801,CALLE DEL RÍO DE LA PLATA,798,CALLE DEL RÍO SAN LORENZO,CALLE                   ,44478566,447123329
802,CALLE DEL RÍO SAN PEDRO,560000,AVENIDA DE LAS PALOMERAS,CALLE                   ,44486168,447106340
802,CALLE DEL RÍO SAN PEDRO,798,CALLE DEL RÍO SAN LORENZO,CALLE                   ,44482755,447123609
803,CALLE DEL RÍO ARAUCA,346600,CALLE DEL GUADAIRA,CALLE                   ,44491205,447107869
803,CALLE DEL RÍO ARAUCA,798,CALLE DEL RÍO SAN LORENZO,CALLE                   ,44486676,447123713
804,CALLE DEL RÍO NEGRO,346600,CALLE DEL GUADAIRA,CALLE                   ,44493043,447111432
804,CALLE DEL RÍO NEGRO,798,CALLE DEL RÍO SAN LORENZO,CALLE                   ,44489340,447123452
804,CALLE DEL RÍO NEGRO,75500,CALLE DEL ARROYO DEL OLIVAR,CALLE                   ,44489939,447126105
806,CALLE DEL RÍO GRANDE,798,CALLE DEL RÍO SAN LORENZO,CALLE                   ,44480210,447123527
806,CALLE DEL RÍO GRANDE,75500,CALLE DEL ARROYO DEL OLIVAR,CALLE                   ,44480421,447126867
806,CALLE DEL RÍO GRANDE,719800,CALLE DE LA SIERRA SALVADA,CALLE                   ,44481088,447137603
807,CALLE DEL RÍO SALADO,809,CALLE DEL RÍO PARANÁ,CALLE                   ,44487523,447093715
807,CALLE DEL RÍO SALADO,808,CALLE DEL RÍO IGUAZÚ,CALLE                   ,44485534,447099951
807,CALLE DEL RÍO SALADO,560000,AVENIDA DE LAS PALOMERAS,CALLE                   ,44484664,447106746
808,CALLE DEL RÍO IGUAZÚ,117400,AVENIDA DE BUENOS AIRES,CALLE                   ,44468419,447098400
808,CALLE DEL RÍO IGUAZÚ,810,CALLE DEL RÍO ORINOCO,CALLE                   ,44473389,447098707
808,CALLE DEL RÍO IGUAZÚ,811,CALLE DEL RÍO URUGUAY,CALLE                   ,44476773,447098141
808,CALLE DEL RÍO IGUAZÚ,813,CALLE DEL RÍO CORRIENTES,CALLE                   ,44480469,447098618
808,CALLE DEL RÍO IGUAZÚ,812,CALLE DE MANUEL BADÍA,CALLE                   ,44481810,447098721
808,CALLE DEL RÍO IGUAZÚ,807,CALLE DEL RÍO SALADO,CALLE                   ,44485534,447099951
809,CALLE DEL RÍO PARANÁ,117400,AVENIDA DE BUENOS AIRES,CALLE                   ,44468359,447090808
809,CALLE DEL RÍO PARANÁ,810,CALLE DEL RÍO ORINOCO,CALLE                   ,44473331,447090688
809,CALLE DEL RÍO PARANÁ,811,CALLE DEL RÍO URUGUAY,CALLE                   ,44476851,447090435
809,CALLE DEL RÍO PARANÁ,813,CALLE DEL RÍO CORRIENTES,CALLE                   ,44480460,447091756
809,CALLE DEL RÍO PARANÁ,812,CALLE DE MANUEL BADÍA,CALLE                   ,44483884,447092532
809,CALLE DEL RÍO PARANÁ,807,CALLE DEL RÍO SALADO,CALLE                   ,44487523,447093715
809,CALLE DEL RÍO PARANÁ,573400,CALLE DE PEDRO LABORDE,CALLE                   ,44488302,447093960
810,CALLE DEL RÍO ORINOCO,819,CALLE DEL RÍO ESMERALDA,CALLE                   ,44473210,447080403
810,CALLE DEL RÍO ORINOCO,809,CALLE DEL RÍO PARANÁ,CALLE                   ,44473328,447090336
810,CALLE DEL RÍO ORINOCO,808,CALLE DEL RÍO IGUAZÚ,CALLE                   ,44473389,447098490
810,CALLE DEL RÍO ORINOCO,560000,AVENIDA DE LAS PALOMERAS,CALLE                   ,44473382,447109796
811,CALLE DEL RÍO URUGUAY,809,CALLE DEL RÍO PARANÁ,CALLE                   ,44476851,447090435
811,CALLE DEL RÍO URUGUAY,808,CALLE DEL RÍO IGUAZÚ,CALLE                   ,44476769,447098551
811,CALLE DEL RÍO URUGUAY,560000,AVENIDA DE LAS PALOMERAS,CALLE                   ,44476653,447108912
812,CALLE DE MANUEL BADÍA,809,CALLE DEL RÍO PARANÁ,CALLE                   ,44483884,447092532
812,CALLE DE MANUEL BADÍA,808,CALLE DEL RÍO IGUAZÚ,CALLE                   ,44481810,447098721
812,CALLE DE MANUEL BADÍA,560000,AVENIDA DE LAS PALOMERAS,CALLE                   ,44480560,447107856
813,CALLE DEL RÍO CORRIENTES,809,CALLE DEL RÍO PARANÁ,CALLE                   ,44480459,447091364
813,CALLE DEL RÍO CORRIENTES,808,CALLE DEL RÍO IGUAZÚ,CALLE                   ,44480469,447098618
814,CALLE DEL RÍO CHICO,741600,CALLE DE LA TIERRUCA,CALLE                   ,44493584,447096285
814,CALLE DEL RÍO CHICO,815,CALLE DEL RÍO JACUÍ,CALLE                   ,44495842,447094922
814,CALLE DEL RÍO CHICO,619100,CALLE DE PUERTO RICO,CALLE                   ,44498886,447093084
815,CALLE DEL RÍO JACUÍ,814,CALLE DEL RÍO CHICO,CALLE                   ,44495842,447094922
815,CALLE DEL RÍO JACUÍ,741600,CALLE DE LA TIERRUCA,CALLE                   ,44496769,447100480
816,CALLE DEL LAGO CALAFATE,573400,CALLE DE PEDRO LABORDE,CALLE                   ,44484005,447087058
816,CALLE DEL LAGO CALAFATE,821,CALLE DEL LAGO MIRÍM,CALLE                   ,44492435,447082058
816,CALLE DEL LAGO CALAFATE,734200,CALLE DE TÁNGER,CALLE                   ,44499915,447077622
816,CALLE DEL LAGO CALAFATE,554750,AVENIDA DE PABLO NERUDA,CALLE                   ,44506824,447073273
818,CALLE DEL LAGO MARACAIBO,117400,AVENIDA DE BUENOS AIRES,CALLE                   ,44468991,447069717
818,CALLE DEL LAGO MARACAIBO,819,CALLE DEL RÍO ESMERALDA,CALLE                   ,44474466,447070724
818,CALLE DEL LAGO MARACAIBO,820,CALLE DEL GOLFO DE DARIÉN,CALLE                   ,44480461,447071827
818,CALLE DEL LAGO MARACAIBO,823,CALLE DEL LAGO SAN MARTÍN,CALLE                   ,44487191,447073066
818,CALLE DEL LAGO MARACAIBO,821,CALLE DEL LAGO MIRÍM,CALLE                   ,44491232,447073810
818,CALLE DEL LAGO MARACAIBO,734200,CALLE DE TÁNGER,CALLE                   ,44496443,447073457
819,CALLE DEL RÍO ESMERALDA,554750,AVENIDA DE PABLO NERUDA,CALLE                   ,44478415,447053742
819,CALLE DEL RÍO ESMERALDA,734200,CALLE DE TÁNGER,CALLE                   ,44475682,447061759
819,CALLE DEL RÍO ESMERALDA,818,CALLE DEL LAGO MARACAIBO,CALLE                   ,44474466,447070724
819,CALLE DEL RÍO ESMERALDA,822,CALLE DEL LAGO NICARAGUA,CALLE                   ,44473896,447075123
819,CALLE DEL RÍO ESMERALDA,573400,CALLE DE PEDRO LABORDE,CALLE                   ,44473225,447080285
819,CALLE DEL RÍO ESMERALDA,810,CALLE DEL RÍO ORINOCO,CALLE                   ,44473253,447080406
820,CALLE DEL GOLFO DE DARIÉN,554750,AVENIDA DE PABLO NERUDA,CALLE                   ,44485466,447056586
820,CALLE DEL GOLFO DE DARIÉN,734200,CALLE DE TÁNGER,CALLE                   ,44482030,447064137
820,CALLE DEL GOLFO DE DARIÉN,818,CALLE DEL LAGO MARACAIBO,CALLE                   ,44480461,447071827
820,CALLE DEL GOLFO DE DARIÉN,822,CALLE DEL LAGO NICARAGUA,CALLE                   ,44479623,447076004
820,CALLE DEL GOLFO DE DARIÉN,573400,CALLE DE PEDRO LABORDE,CALLE                   ,44479677,447082661
821,CALLE DEL LAGO MIRÍM,818,CALLE DEL LAGO MARACAIBO,CALLE                   ,44491232,447073810
821,CALLE DEL LAGO MIRÍM,822,CALLE DEL LAGO NICARAGUA,CALLE                   ,44490294,447077644
821,CALLE DEL LAGO MIRÍM,816,CALLE DEL LAGO CALAFATE,CALLE                   ,44492435,447082058
822,CALLE DEL LAGO NICARAGUA,819,CALLE DEL RÍO ESMERALDA,CALLE                   ,44473912,447074996
822,CALLE DEL LAGO NICARAGUA,820,CALLE DEL GOLFO DE DARIÉN,CALLE                   ,44479623,447076004
822,CALLE DEL LAGO NICARAGUA,823,CALLE DEL LAGO SAN MARTÍN,CALLE                   ,44486417,447077048
822,CALLE DEL LAGO NICARAGUA,821,CALLE DEL LAGO MIRÍM,CALLE                   ,44490294,447077644
823,CALLE DEL LAGO SAN MARTÍN,734200,CALLE DE TÁNGER,CALLE                   ,44488471,447067214
823,CALLE DEL LAGO SAN MARTÍN,818,CALLE DEL LAGO MARACAIBO,CALLE                   ,44487191,447073066
823,CALLE DEL LAGO SAN MARTÍN,822,CALLE DEL LAGO NICARAGUA,CALLE                   ,44486417,447077048
827,CALLE DE PATONES,291650,CALLE DE FERMÍN CABALLERO,CALLE                   ,44053711,448193800
827,CALLE DE PATONES,691050,CALLE DE SANGENJO,CALLE                   ,44053711,448193800
827,CALLE DE PATONES,765850,CALLE DE VALENCIA DE DON JUAN,CALLE                   ,44045226,448212809
829,CALLE DE ANTONIORROBLES,176100,CARRETERA DE COLMENAR VIEJO,CALLE                   ,44133343,448214121
829,CALLE DE ANTONIORROBLES,176100,AUTOVÍA DE MADRID A COLMENAR VIEJO,CALLE                   ,44133343,448214121
829,CALLE DE ANTONIORROBLES,679900,CALLE DE SAN MODESTO,CALLE                   ,44133343,448214121
